,fft_coefficient_5,fft_coefficient_0,ts_coef_0,ts_coef_3,fft_coefficient_1
0,1.4062038282655913,0.6762707538083411,-0.6890594073610482,-0.3689967745267624,0.45593536231626663
1,1.5040210844263964,0.641840682608131,-0.5703631780333893,-0.2538463610898446,0.25305738948194073
2,1.5254531749700209,0.709764708791319,-0.44648466371822115,-0.15356166319105896,0.13356227746107655
3,1.5712798957276375,0.6672855507411051,-0.3314548724670399,0.16760274800235614,-0.11666455129678158
4,1.6569337291383088,0.583420924560375,-0.24304246566647522,0.417295650060878,-0.24202036616981712
5,1.5953164370530954,0.07010423680688539,0.06500087205794597,0.49004705538544663,-0.22075143654828236
6,1.2144142075199977,-0.1325137489519141,0.4871894396675592,0.4949005126649571,-0.21942377539416552
7,1.0929685736526114,-0.17131010044809913,0.5879264104103554,0.2099490238027314,-0.21041460370279322
8,0.8732922037522881,-0.31939590106353755,0.7305716917125503,-0.15999348004949665,-0.01748195945475732
9,0.6243579081360978,-0.4686335617942503,0.8482098047743893,-0.5067034225620602,0.3009264269872698
10,0.5605491060305787,-0.5078074373514412,0.6829137091477396,-0.4030800903396717,0.19616716492469796
11,0.20360681069999528,-0.8136814049376775,0.35395240892304103,-0.32776463352957974,-0.09793765907609538
12,-0.07819879718206837,-0.9485739955179583,0.019047877290154475,-0.41577380450785545,-0.1969019908394585
13,-0.2519541310298915,-1.084593558412506,-0.24783758097282024,-0.3251801674499468,-0.2134295574503133
14,-0.2412758292074609,-1.1268889280086598,-0.4481041264783211,-0.18898612024006967,-0.27595528277001985
15,-0.42368143100336625,-1.064085088411394,-0.4953939377055232,-0.15880040981104754,-0.23763760336843054
16,-0.6200598637365515,-1.1326008099311065,-0.456723472542679,0.023133401660134348,-0.1086341084861057
17,-0.7725652251853221,-1.3104643642415386,-0.4373378976702955,0.17816864965522772,0.0974033951091241
18,-0.9190785580320064,-1.119407788248864,-0.21656282207692382,0.2957903935423568,0.2801828840889987
19,-0.854065452711883,-0.5779478791811642,0.1539671569645832,0.4703784763393508,0.33500277762076536
20,-0.7277644814174515,-0.24305871230097098,0.22425051395872558,0.5086707182861977,0.25190785202934013
21,-0.6966636459338335,0.028925645427367735,0.048721672208967774,0.28502950512922365,0.17510922574255758
22,-0.6762050507424872,0.41620680726790493,0.004142466661045162,0.19317995214030387,0.1633411343368187
23,-0.7318135585568,0.8107863174710984,0.03737921784820499,0.12064491885464013,0.10171017759754117
24,-0.8615432916272295,0.8904923544012824,0.06555063509090481,0.019512790871000035,0.07659790431187467
25,-1.0801164649119215,0.771639000169061,0.07131715901744937,-0.03734973553691964,0.04789307514424801
26,-1.2452651920587592,0.7027791059701373,-0.007823458353584993,-0.03331518995445866,-0.06570582277033966
27,-1.3266014278306593,1.007323507753619,0.0107978882458507,-0.05993280826191347,-0.21871961904854964
28,-1.1621314494140162,1.3891608940809375,0.05961550397736696,-0.1336001959479011,-0.2365758777894583
29,-1.1594131087909119,1.654962788943515,0.13963345508948888,-0.34741893939621776,-0.19054283298715236
